epoch,lr,train_time[sec],train_loss,train_score,val_time[sec],val_loss,val_score
0.0,0.0009972883382072953,553.0,0.008554477831789259,0.10562600937192337,90.0,0.004338279944604892,0.4388695969682259
1.0,0.0009891830623632338,536.0,0.00466465179314377,0.19914656908643516,86.0,0.003064359040141409,0.6161591388320099
2.0,0.0009757729755661011,539.0,0.0040427296623877645,0.2535430827663892,89.0,0.0025765318014926834,0.6907681937827926
3.0,0.0009572050015330874,538.0,0.0037058794236851027,0.30373120469167064,86.0,0.0024371809966884936,0.7201322296961793
4.0,0.0009336825748732973,537.0,0.003456981457871111,0.33567713511498165,89.0,0.0022329896291503697,0.7490113102561765
5.0,0.0009054634122155991,540.0,0.0032453443420969704,0.3672933599262403,86.0,0.002039821660533027,0.7747419783161399
6.0,0.0008728566886113102,540.0,0.003047217676870901,0.39846310749067915,89.0,0.0018906087426127933,0.7981253149071867
7.0,0.0008362196501476349,542.0,0.0029068409446675915,0.41545785687659165,86.0,0.0017544676395946962,0.811107371931847
8.0,0.0007959536998847742,542.0,0.002806403815802551,0.4369594120676599,89.0,0.001683605908448974,0.8224707874136655
9.0,0.0007525,537.0,0.0026764497569923998,0.45062382112512916,86.0,0.0016637310025185586,0.8266279398880111
10.0,0.0007063346383225212,538.0,0.0025710508019906697,0.485426042335171,86.0,0.0015524655041167128,0.8386197461962329
11.0,0.000657963412215599,538.0,0.0024796636583122554,0.48148934862380877,89.0,0.00149158803322035,0.8467064810519673
12.0,0.0006079162869547909,541.0,0.0024221999302205324,0.48552640098952,88.0,0.0014815409971851374,0.8517243707154765
13.0,0.0005567415893174886,538.0,0.002309126453676585,0.5178891881711494,86.0,0.0014159790375821175,0.8597136270827006
14.0,0.0005050000000000002,542.0,0.002252178142963635,0.5200253529700656,86.0,0.001377423244255851,0.8626990428886018
15.0,0.0004532584106825117,542.0,0.0021558343276235747,0.5216074017011966,86.0,0.0014086021401010875,0.8636697372678392
16.0,0.00040208371304520916,540.0,0.0021040639043196463,0.5438275867131752,89.0,0.0013416702635859618,0.8710381408910447
17.0,0.00035203658778440114,539.0,0.002060765859995031,0.5588835407976637,86.0,0.0012773503664097541,0.8761951957440057
18.0,0.00030366536167747904,540.0,0.0019830539768151407,0.5410442785315199,89.0,0.0012983781947637572,0.8773540585115799
19.0,0.00025750000000000013,540.0,0.0019189849324146987,0.5550245296132154,86.0,0.0013033041761124065,0.879138525588162
20.0,0.00021404630011522585,537.0,0.001826645953324263,0.5809879898141426,89.0,0.0012790456937878396,0.8839352606064648
21.0,0.00017378034985236535,549.0,0.0017793320205068957,0.5914486989856893,86.0,0.0012692201639838887,0.8853846849224024
22.0,0.00013714331138868998,541.0,0.001755014686050796,0.5920555486195797,89.0,0.0012659235248340718,0.8863411713638443
23.0,0.00010453658778440108,537.0,0.0017235881237791747,0.586107862437344,88.0,0.0012135452867611768,0.8884962690884523
24.0,7.631742512670285e-05,535.0,0.0016557949230642972,0.6014937267914223,86.0,0.0012380039100514987,0.8892111728648074
25.0,5.279499846691252e-05,538.0,0.0016290034165958168,0.5929902031840198,89.0,0.0012223709223874036,0.889606630267823
26.0,3.4227024433899005e-05,539.0,0.0016204582343210558,0.5960895348797226,86.0,0.0012436287151583471,0.8895744530318103
27.0,2.0816937636766188e-05,540.0,0.0016102774465996674,0.6111571065514595,88.0,0.0012379389267979728,0.8905696444965158
28.0,1.2711661792704668e-05,542.0,0.0015860074687550753,0.6125064090259136,89.0,0.001243605174629977,0.8897717117047534
29.0,1e-05,542.0,0.001595209412373487,0.5997916659443361,89.0,0.0012286046551050808,0.891139555983085
